Source Category Code,Source category name,Source subcategory,Source subcategory name,Agency code,Agency name,Bureau code,Bureau name,Account code,Account name,Treasury Agency code,On- or off-budget,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,TQ,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,027,Office of Personnel Management,00,Office of Personnel Management,813530,"Employee Deposits, Redeposits and Other Contributions, Civil Service Retirement and Disability Fund",24,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,206","76,702","101,692","124,028","89,434","85,777","88,166","98,093","127,698","182,904","145,260","135,000","126,000","127,000","126,000","135,000","131,000","436,000","477,000","518,000","519,000","535,000","535,000","565,000","566,000","586,000","608,000","651,000","655,000","677,000","643,000","616,000","594,000","576,000","562,000","550,000","540,000"
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,200,Other Defense Civil Programs,20,Armed Forces Retirement Home,852210,"Deductions, Armed Forces Retirement Home",97,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,031","19,204","19,105","18,039","18,000","17,000","17,000","16,000","19,000","23,000","23,000","28,000","25,000","29,000","24,000","27,000","23,000","23,000","26,000","45,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000","7,000"
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,345,United States Court of Appeals for Veterans Claims,00,United States Court of Appeals for Veterans Claims,829010,"Employees Contributions, Court of Veterans Appeals Retirement Fund, LVE",95,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,349,District of Columbia,10,District of Columbia Courts,821210,"Deductions from Employees Salaries, District of Columbia Judicial Retirement and Survivors Annuity Fund",20,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000"
933,Social Insurance Taxes and Contributions,15,Other Retirement Contributions,901,Governmental Receipts,15,Other Retirement Contributions,810000,"Employees retirement, employee contributions",99,On-budget,"862,583","932,582","992,264","1,064,395","1,110,925","1,202,051","1,334,082","1,426,221","1,735,365","1,915,586","2,058,437","2,146,408","2,302,047","2,512,548","2,760,167","707,135","2,915,102","3,174,263","3,428,322","3,659,505","3,908,270","4,139,862","4,351,040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,Excise Taxes,00,Excise Taxes,024,Department of Homeland Security,00,Department of Homeland Security,814710,"Excise Taxes, Boat Safety, Aquatic Resources Trust Fund",70,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,500","2,323","10,888","45,697","45,516","60,000","60,000","60,968","70,000","63,702","62,436","62,000","38,000","22,000","31,000","26,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,Excise Taxes,00,Excise Taxes,024,Department of Homeland Security,00,Department of Homeland Security,814720,"Excise Taxes, Sport Fish Restoration, Aquatic Resources Trust Fund",70,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124,173","154,371","148,185","162,000","127,105","158,172","198,574","201,497","212,507","238,132","244,000","277,000","294,000","259,000","348,000","342,000","358,000","386,000","392,000","416,000","429,000","519,000","581,000","595,000","576,000","580,000","593,000","614,000","539,000","569,000","534,000","537,000","541,000","545,000","549,000","553,000"
934,Excise Taxes,00,Excise Taxes,024,Department of Homeland Security,00,Department of Homeland Security,818510,"Excise Taxes, Oil Spill Liability Trust Fund",20,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"143,190","253,934","295,195","229,263","48,082","92,000","1,000","1,000",0,0,0,0,0,0,0,0,"54,000","452,000","333,000","447,000","476,000","501,000","497,000","410,000","436,000","501,000","643,000","750,000","770,000","772,000","779,000"
934,Excise Taxes,00,Excise Taxes,024,Department of Homeland Security,00,Department of Homeland Security,818550,Transfer from the Trans-Alaska Pipeline Liability Fund,70,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"119,000","33,000",0,0,0,"182,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,Excise Taxes,05,Federal Fund Excise Taxes,010,Department of the Interior,00,Department of the Interior,502930,"Excise Taxes, Federal Aid to Wildlife Restoration Fund",14,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"151,783","160,558","165,027","191,756","223,652","217,000","180,000","168,000","183,000","207,000","215,000","198,000","224,000","214,000","239,000","251,000","278,000","322,000","349,000","485,000","397,000","384,000","556,000","813,000","824,000","539,000","493,000","496,000","506,000","528,000","551,000"
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,309200,Recovery from Highway Trust Fund for Refunds of Taxes,20,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"141,920","427,682","209,623","126,886","292,262","566,854","701,202","350,873","552,399","281,901","762,404","917,000","664,000","798,000","804,000","1,134,000","1,014,000","995,000","1,195,000","1,150,000","1,126,000","1,121,000","899,000","1,040,000","1,057,000","1,046,000","569,000",0,0,0,0,0,0,0,0,0,0
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,309400,Recovery from Airport and Airway Trust Fund for Refunds of Taxes,20,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,791","4,341","7,524","6,317","6,105","730,311","17,863","9,666","14,590","14,527","25,852","37,000","36,000","37,000","43,000","4,000","46,000","53,000","60,000","45,000","55,000","101,000","118,000","67,000","56,000","110,000","19,000","18,000","22,000","18,000","16,000","17,000","19,000","19,000","19,000","19,000","19,000"
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,309500,"Recovery from Leaking Underground Storage Tank Trust Fund for Refunds of Taxes, EPA",20,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"2,251","1,754",550,"1,645",0,0,0,0,"2,000","3,000","4,000","7,000","3,000","6,000","6,000","4,000","5,000","3,000","2,000",0,0,0,0,0,0,0,"6,000","6,000","6,000","6,000","6,000","6,000"
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,500530,"Land and Water Conservation Fund, Motorboat Fuels Tax",20,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"56,241","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000"
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,502930,"Excise Taxes, Federal Aid to Wildlife Restoration Fund, Interior",20,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"85,872","120,829","109,688","115,089","126,534","146,495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,513800,"Tax on Fishing Rods, Creels, Reels, Artificial Lures, Baits and Flies",20,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38,086","9,663",-184,"1,118",0,0,0,"-10,596",-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,Excise Taxes,05,Federal Fund Excise Taxes,015,Department of the Treasury,00,Department of the Treasury,573710,"Deposits, Internal Revenue Collections for Puerto Rico",20,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"370,137","327,420","204,593","185,044","257,478","272,121","277,052","272,016","270,810","197,472","200,670","206,000","221,000","205,000","230,000","235,000","297,000","334,000","341,000","357,000","336,000","421,000","360,000","462,000","373,000","473,000","378,000","452,000","376,000","349,000","303,000","391,000","344,000","314,000","323,000","335,000","349,000"
934,Excise Taxes,05,Federal Fund Excise Taxes,021,Department of Transportation,00,Department of Transportation,542210,"Aviation User Fees, Overflight Fees",69,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,000",0,0,"30,000","28,000","20,000",0,"51,000","49,000","49,000","53,000",0,0,0,0,0,0,0,0,0,0,0,0
934,Excise Taxes,05,Federal Fund Excise Taxes,021,Department of Transportation,00,Department of Transportation,542240,"Aviation User Fees, Overflight Fees",69,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"57,000","51,000","56,000","64,000","68,000","85,000","97,000","100,000","101,000","102,000","103,000","104,000"
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015250,Other Federal Fund Excise Taxes,99,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"669,399","-629,675","513,319","1,153,017","2,566,732","-1,402,239","1,309,279","-1,015,222","475,559","2,863,680","3,093,477","-432,000","-692,000","1,710,000","1,904,000","-1,217,000","-863,000","701,000","-519,000","-524,000","-604,000","-712,000","2,047,000","-1,655,000","994,000","-1,853,000","489,000","-371,000","-1,884,000","3,258,000","476,000","1,388,000","1,426,000","1,464,000","1,487,000","1,515,000","1,547,000"
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015256,Other Federal Fund exise taxes,99,On-budget,"4,295,084","4,474,275","4,664,346","5,080,637","3,358,411","3,221,332","3,390,707","4,002,316","3,612,755","3,609,244","2,296,680","2,522,248","2,060,248","1,850,152","2,809,502","618,737","1,959,548","2,117,650","1,785,266","585,234","2,688,918","2,343,798","2,257,797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015400,Windfall profit tax,99,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,934,000","23,252,000","18,407,000","12,135,000","8,906,000","6,348,000","2,251,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015500,Tobacco Excise Tax,99,On-budget,"2,022,138","2,075,115","2,048,470","2,141,866","2,066,371","2,076,794","2,120,838","2,136,001","2,092,852","2,205,019","2,205,171","2,274,000","2,435,000","2,312,000","2,484,000","622,000","2,393,000","2,444,000","2,492,000","2,443,000","2,581,000","2,537,000","4,136,000","4,660,000","4,779,000","4,589,000","4,763,000","4,616,000","4,378,000","4,081,000","4,706,000","5,049,000","5,875,000","5,691,000","5,878,000","5,795,000","5,873,000","5,657,000","5,400,000","7,221,000","7,396,000","8,274,000","7,934,000","7,926,000","7,920,000","7,710,000","7,556,000","7,639,000","12,841,000","17,160,000","16,685,000","16,351,000","15,083,000","15,562,000","15,257,000","26,313,000","29,344,000","29,019,000","28,903,000","28,291,000"
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015600,Alcohol Excise Tax,99,On-budget,"3,268,218","3,366,030","3,498,619","3,688,846","3,719,958","3,979,961","4,188,614","4,446,763","4,646,256","4,695,595","5,003,976","5,040,000","5,248,000","5,238,000","5,318,000","1,279,000","5,295,000","5,492,000","5,531,000","5,601,000","5,606,000","5,382,000","5,557,000","5,315,000","5,562,000","5,828,000","5,971,000","5,709,000","5,661,000","5,695,000","7,364,000","8,011,000","7,583,000","7,539,000","7,216,000","7,220,000","7,257,000","7,215,000","7,386,000","8,140,000","7,624,000","7,764,000","7,893,000","8,105,000","8,111,000","8,484,000","8,648,000","9,283,000","9,903,000","9,229,000","9,294,000","9,765,000","9,253,000","9,815,000","9,589,000","10,030,000","10,332,000","10,547,000","10,764,000","10,989,000"
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015700,Telephone Excise Tax,99,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,035,000","2,147,000","2,339,000","2,522,000","2,610,000","2,791,000","2,995,000","3,094,000","3,146,000","3,320,000","3,526,000","3,794,000","4,234,000","4,543,000","4,910,000","5,185,000","5,670,000","5,769,000","5,829,000","5,788,000","5,997,000","6,047,000","4,897,000","-2,125,000","1,048,000","1,115,000","993,000","930,000","757,000","733,000","611,000","586,000","131,000",0,0,0,0
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015800,Transportation Fuels Tax,20,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,780,000","3,512,000","3,340,000","9,402,000","8,491,000","7,468,000","7,107,000","589,000","849,000","819,000","1,150,000","814,000","920,000","1,381,000","-770,000","-2,386,000","-3,291,000","-5,127,000","-10,324,000","-11,030,000","-8,644,000","-5,751,000","-2,681,000","-3,509,000","-3,398,000","-1,015,000","-1,023,000","-1,026,000","-1,027,000","-1,027,000"
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015911,Excise Tax on High Cost Employer-Sponsored Plans,99,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"736,000","2,638,000","3,412,000"
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015913,Fee on Health Insurance Providers,99,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,987,000","11,125,000","11,299,000","13,898,000","14,300,000","15,076,000","15,873,000"
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015914,Tax on Indoor Tanning Services,99,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,000","102,000","92,000","92,000","95,000","99,000","103,000","106,000","109,000","112,000"
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,015915,Excise Tax on Medical Device Manufacturers,99,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,343,000","1,977,000","2,068,000","2,097,000","2,168,000","2,310,000","2,445,000","2,603,000"
934,Excise Taxes,05,Federal Fund Excise Taxes,901,Governmental Receipts,00,Governmental Receipts,089400,Ozone Depleting Chemicals Tax,99,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"360,000","562,000","637,000","854,000","761,000","616,000","320,000","130,000","98,000","105,000","125,000","32,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,Excise Taxes,10,Trust Fund Excise Taxes,005,Department of Agriculture,00,Department of Agriculture,816110,"Excise Taxes for Tobacco Assessments, Tobacco Trust Fund",12,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"899,000","891,000","934,000","1,140,000","951,000","937,000","932,000","939,000","947,000","1,140,000","278,000",0,0,0,0,0
934,Excise Taxes,10,Trust Fund Excise Taxes,009,Department of Health and Human Services,00,Department of Health and Human Services,800408,"Fee on Branded Prescription Pharmaceutical Manufacturers and Importers, SMI",75,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,876,000","2,808,000","3,216,000","3,209,000","2,940,000","3,000,000","3,980,000","4,098,000","2,826,000","2,800,000"
934,Excise Taxes,10,Trust Fund Excise Taxes,009,Department of Health and Human Services,00,Department of Health and Human Services,817510,"Deposits, Vaccine Injury Compensation Trust Fund",75,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"74,038","98,719","158,551","80,884","117,788","37,868","179,346","138,000","115,000","123,000","116,000","130,000","133,000","112,000","109,000","138,000","142,000","123,000","184,000","241,000","251,000","235,000","218,000","278,000","254,000","204,000","243,000","242,000","250,000","255,000","262,000","270,000","277,000"
934,Excise Taxes,10,Trust Fund Excise Taxes,012,Department of Labor,00,Department of Labor,814410,"Transfer from General Fund, Black Lung Benefits Revenue Act Taxes",16,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"92,050","221,614","272,262","236,635","490,746","493,685","518,464","581,390","547,251","572,295","594,475","563,445","665,348","651,863","626,335","633,697","567,057","608,000","614,000","614,000","636,000","596,000","518,000","522,000","567,000","506,000","566,000","610,000","607,000","639,000","653,000","645,000","595,000","623,000","629,000","531,000","579,000","568,000","551,000","558,000","577,000","363,000","270,000"
934,Excise Taxes,10,Trust Fund Excise Taxes,020,Environmental Protection Agency,00,Environmental Protection Agency,814510,"Excise Taxes, Hazardous Substance Superfund",68,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"127,900","243,994","230,225","261,235","273,144","14,828","634,537","698,461","882,957","817,810","809,625","817,508","825,632","806,769","867,000","313,000","71,000",0,"11,000","2,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"787,000","1,055,000","1,064,000","1,073,000","1,082,000"
934,Excise Taxes,10,Trust Fund Excise Taxes,020,Environmental Protection Agency,00,Environmental Protection Agency,814610,"Post-closure liability trust fund, Transfer from General fund",68,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,315","6,744",-380,"-1,272","-8,597",-693,"-1,180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,Excise Taxes,10,Trust Fund Excise Taxes,020,Environmental Protection Agency,00,Environmental Protection Agency,815310,"Transfer from the General Fund Amounts Equivalent to Taxes, Leaking Underground Storage Tank Trust Fund",68,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"73,000","125,310","168,105","122,072","122,626","156,870","153,309","151,502","165,000","48,000","-2,000","136,000","216,000","184,000","179,000","181,000","184,000","189,000","189,000","197,000","226,000","171,000","169,000","169,000","152,000","170,000","162,000","173,000","205,000","208,000","207,000","206,000","204,000","204,000"
934,Excise Taxes,10,Trust Fund Excise Taxes,021,Department of Transportation,00,Department of Transportation,810210,"Transportation Trust Fund, Deposits (Highway Account)",69,On-budget,"2,948,690","3,278,698","3,519,156","3,658,509","3,916,803","4,440,862","4,378,886","4,637,176","5,353,627","5,541,556","5,322,423","5,665,454","6,260,309","6,188,173","5,413,150","1,676,061","6,709,231","6,904,434","7,188,812","6,619,826","6,304,926","6,743,679","8,296,660","11,742,624","13,014,954","13,362,851","13,032,356","14,113,857","15,627,878","13,867,327","16,978,686","16,733,412","18,038,510","16,667,738","22,611,000","24,651,000","20,669,000","23,141,000","33,821,000","30,347,000","26,916,000","27,982,000","28,964,000","29,785,000","32,908,000","33,685,000","34,308,000","31,342,000","30,152,000","30,120,000","31,923,000","35,112,000","31,762,000","34,033,000","34,381,000","34,689,000","34,952,000","35,067,000","35,122,000","35,231,000"
934,Excise Taxes,10,Trust Fund Excise Taxes,021,Department of Transportation,00,Department of Transportation,810211,"Transportation Trust Fund, Deposits (Mass Transit Account)",69,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,198,000","3,487,000","5,478,000","4,625,000","4,553,000","4,621,000","4,762,000","4,926,000","4,984,000","4,857,000","5,053,000","5,043,000","4,809,000","4,872,000","4,983,000","5,057,000","4,700,000","5,016,000","4,880,000","4,866,000","4,852,000","4,815,000","4,766,000","4,720,000"
934,Excise Taxes,10,Trust Fund Excise Taxes,021,Department of Transportation,00,Department of Transportation,810310,"Excise Taxes, Airport and Airway Trust Fund",69,On-budget,0,0,0,0,0,0,0,0,0,"562,823","648,652","758,159","840,110","962,360","937,930","276,900","1,190,936","1,326,050","1,526,261","1,873,834","21,365","132,622","2,164,850","2,499,313","2,851,338","2,735,871","3,059,871","3,188,631","3,664,465","3,700,161","4,909,632","4,644,983","3,261,785","5,189,266","5,534,000","2,369,000","4,007,000","8,111,000","10,391,000","9,739,000","9,191,000","9,031,000","8,684,000","9,174,000","10,314,000","10,426,000","11,468,000","11,992,000","10,569,000","10,612,000","11,532,000","12,532,000","12,854,000","13,513,000","13,138,000","14,699,000","15,391,000","15,987,000","16,407,000","17,001,000"
934,Excise Taxes,10,Trust Fund Excise Taxes,202,Corps of Engineers--Civil Works,00,Corps of Engineers--Civil Works,886110,"Transfer from General Fund, Inland Waterways Revenue Act Taxes",96,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,399","29,925","28,846","38,530","40,357","40,302","48,334","48,054","47,020","62,820","60,483","69,866","78,615","88,416","103,000","108,000","96,000","91,000","104,000","101,000","113,000","95,000","90,000","91,000","91,000","81,000","91,000","88,000","76,000","74,000","84,000","90,000","75,000","82,000","97,000","110,000","110,000","109,000","108,000","108,000"
934,Excise Taxes,10,Trust Fund Excise Taxes,579,Patient-Centered Outcomes Research Trust Fund,00,Patient-Centered Outcomes Research Trust Fund,829910,"Fees on Health Insurance and Self-insured Health Plans, PCORTF",95,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"277,000","135,000","373,000","401,000","422,000","443,000","471,000","499,000"
935,Estate and Gift Taxes,00,Estate and Gift Taxes,901,Governmental Receipts,00,Governmental Receipts,015300,Estate and Gift Taxes,99,On-budget,"2,016,370","2,167,265","2,393,599","2,716,163","3,066,317","2,978,311","3,050,696","3,490,854","3,644,421","3,735,077","5,435,862","4,917,069","5,034,641","4,611,125","5,216,230","1,454,593","7,326,877","5,285,402","5,410,556","6,389,480","6,786,537","7,990,595","6,053,368","6,010,472","6,422,489","6,957,626","7,492,640","7,594,256","8,745,225","11,500,285","11,138,019","11,143,439","12,576,558","15,224,518","14,763,000","17,189,000","19,845,000","24,076,000","27,782,000","29,010,000","28,400,000","26,507,000","21,959,000","24,831,000","24,764,000","27,877,000","26,044,000","28,844,000","23,482,000","18,885,000","7,399,000","13,973,000","18,912,000","19,300,000","19,738,000","21,340,000","30,478,000","32,981,000","35,732,000","38,543,000"
936,Customs Duties,00,Custom Duties and Fees,005,Department of Agriculture,00,Department of Agriculture,520910,"30 Percent of Customs Duties, Funds for Strengthening Markets, Income and Supply (section 32)",12,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,113,000","6,852,000","7,561,000","8,812,000","9,181,000","9,516,000","10,155,000","10,349,000","10,555,000","10,787,000","11,032,000","11,281,000","11,536,000"
936,Customs Duties,00,Custom Duties and Fees,005,Department of Agriculture,00,Department of Agriculture,553110,"3.08 Percent of Customs Duties, Agricultural Disaster Relief Fund",12,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"833,000","703,000","776,000","905,000",0,0,0,0,0,0,0,0,0
936,Customs Duties,00,Custom Duties and Fees,005,Department of Agriculture,00,Department of Agriculture,804610,"Transfers from General Fund of Amounts Equal to Certain Customs Duties, Reforestation Trust Fund",12,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"60,000","30,000","30,000","30,000","30,000","30,000","17,500","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000","30,000"
936,Customs Duties,00,Custom Duties and Fees,010,Department of the Interior,00,Department of the Interior,513720,Custom Duties on Arms and Ammunition,14,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,903","12,310","12,804","12,175","13,747","15,730","18,274","24,120","23,000","17,000","19,000","18,000","40,000","19,000","17,000","17,000","19,000","23,000","16,000","17,000","21,000","23,000","29,000","27,000","28,000","34,000","44,000","44,000","40,000","39,000","34,000","34,000","30,000","30,000"
936,Customs Duties,00,Custom Duties and Fees,015,Department of the Treasury,00,Department of the Treasury,083100,Customs user fee account,20,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,439","642,905","786,984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
