Agency Code,Agency Name,Bureau Code,Bureau Name,Account Code,Account Name,Treasury Agency Code,Subfunction Code,Subfunction Title,BEA Category,Grant/non-grant split,On- or Off- Budget,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,TQ,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
005,Department of Agriculture,84,Food and Nutrition Service,3510,"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",12,605,Food and nutrition assistance,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,000",0,0,0,0,0,0,0,0,0,0,"2,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000"
005,Department of Agriculture,84,Food and Nutrition Service,3513,P.L. 102-552 Temporary Assistance,12,351,Farm income stabilization,Mandatory,Grant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42,329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,84,Food and Nutrition Service,3539,Child Nutrition Programs,12,605,Food and nutrition assistance,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,000",0,"7,000","3,000","12,000","12,000","9,000","10,000","11,000","12,000","5,000","10,000","11,000","8,000","61,000","84,000","39,000","34,000","19,000","9,000","34,000","-44,000","102,000","118,000","122,000","122,000"
005,Department of Agriculture,84,Food and Nutrition Service,3539,Child Nutrition Programs,12,605,Food and nutrition assistance,Discretionary,Grant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,000","5,000","7,000","7,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,84,Food and Nutrition Service,3539,Child Nutrition Programs,12,605,Food and nutrition assistance,Mandatory,Nongrant,On-budget,"2,653",903,"1,652","2,086","2,194","2,245","2,630","2,909","3,531","7,888","8,271","7,953","8,249","9,855","12,249","3,029","16,915","139,332","151,889","148,037","183,491","167,235","177,972","191,700","201,012","157,296","138,246","146,466","118,818","125,052","138,975","153,599","22,645","105,960","78,000","118,000","117,000","125,000","126,000","131,000","135,000","144,000","151,000","159,000","168,000","164,000","163,000","163,000","108,000","87,000","133,000","-12,000","2,000","13,000","-12,000","69,000","72,000","74,000","75,000","77,000"
005,Department of Agriculture,84,Food and Nutrition Service,3539,Child Nutrition Programs,12,605,Food and nutrition assistance,Mandatory,Grant,On-budget,"258,128","262,420","276,109","262,974","291,468","302,119","317,960","336,023","379,400","602,965","707,475","685,307","793,313","1,565,270","1,878,027","389,976","2,775,158","2,525,996","2,861,865","3,388,312","3,359,131","2,875,373","3,115,073","3,360,678","3,479,542","3,677,705","3,922,030","4,158,118","4,455,307","4,870,730","5,417,891","5,992,562","6,589,478","6,937,739","7,387,000","7,757,000","8,141,000","8,430,000","8,735,000","9,053,000","9,409,000","10,100,000","10,664,000","11,035,000","11,726,000","12,263,000","12,871,000","13,761,000","15,083,000","16,259,000","17,112,000","18,287,000","19,304,000","19,468,000","20,566,000","21,519,000","22,424,000","23,016,000","23,527,000","24,149,000"
005,Department of Agriculture,96,Forest Service,1103,Capital Improvement and Maintenance,12,302,Conservation and land management,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,"6,977","19,565","28,085","33,825","38,515","26,627","6,173","26,399","65,719","136,869","266,836","487,871","420,844","402,232","292,201","273,223","253,208","228,456","243,214","220,993","204,577","227,354","259,207",0,"233,696","217,000","204,000","197,000","192,000","259,000","353,000","452,000","546,000","548,000","599,000","564,000","532,000","442,000","455,000","524,000","754,000","838,000","563,000","427,000","355,000","356,000","332,000","330,000","335,000","340,000","344,000"
005,Department of Agriculture,96,Forest Service,1103,Capital Improvement and Maintenance,12,302,Conservation and land management,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,96,Forest Service,1104,Forest and Rangeland Research,12,302,Conservation and land management,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"92,979","103,475","101,212","101,722","112,390","104,216","107,261","121,284","119,529","139,090","143,242","174,433","187,032","185,671","182,000","183,000","178,000","187,000","184,000","213,000","216,000","250,000","277,000","298,000","301,000","292,000","295,000","313,000","311,000","335,000","328,000","335,000","321,000","309,000","357,000","323,000","331,000","331,000","334,000","338,000"
005,Department of Agriculture,96,Forest Service,1104,Forest and Rangeland Research,12,302,Conservation and land management,Discretionary,Grant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,120","8,300","8,029","5,666","9,770","8,552","7,089",679,"8,252","12,606","14,474","15,165",439,"1,426",341,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,96,Forest Service,1104,Forest and Rangeland Research,12,302,Conservation and land management,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,96,Forest Service,1105,State and Private Forestry,12,302,Conservation and land management,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,123","34,897","34,425","28,555","31,004","28,222","28,235","37,328","29,714","36,410","56,721","50,420","81,841","91,218","77,000","78,000","55,000","59,000","90,000","94,000","124,000","153,000","169,000","98,000","69,000","72,000","87,000","84,000","86,000","99,000","96,000","95,000","87,000","81,000","76,000","79,000","77,000","73,000","66,000","66,000"
005,Department of Agriculture,96,Forest Service,1105,State and Private Forestry,12,302,Conservation and land management,Discretionary,Grant,On-budget,"14,026","16,048","15,847","15,408","18,712","18,785","18,815","21,741","20,800","21,478","26,316","25,556","26,381","32,110","39,829","3,251","21,850","25,100","41,737","31,217","27,635","32,465","32,030","28,299","26,479","25,435","27,125","37,102","39,502","55,815","72,210","95,999","85,374","78,317","103,000","81,000","101,000","96,000","90,000","98,000","131,000","148,000","154,000","277,000","321,000","339,000","316,000","292,000","266,000","255,000","248,000","240,000","290,000","223,000","210,000","216,000","212,000","199,000","179,000","181,000"
005,Department of Agriculture,96,Forest Service,1105,State and Private Forestry,12,302,Conservation and land management,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,"7,000","9,000",0,0,0,0,0,0,0,0,0,"10,000","12,000","8,000","8,000","2,000"
005,Department of Agriculture,96,Forest Service,1106,National Forest System,12,302,Conservation and land management,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"847,442","1,038,981","985,617","1,056,724","1,063,174","1,145,120","1,231,440","964,476","1,605,915","1,205,175","1,239,938","1,364,499","1,633,796","1,302,633","1,316,000","1,288,000","1,260,000","1,434,000","1,251,000","1,279,000","1,266,000","1,378,000","1,337,000","1,614,000","1,398,000","1,402,000","1,398,000","1,459,000","1,499,000","1,549,000","1,545,000","1,597,000","1,536,000","1,525,000","1,696,000","1,700,000","1,676,000","1,710,000","1,729,000","1,749,000"
005,Department of Agriculture,96,Forest Service,1106,National Forest System,12,302,Conservation and land management,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,023",0,0,0,0,0,"33,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,96,Forest Service,1106,National Forest System,12,303,Recreational resources,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,"2,380","1,851","2,750","1,390","3,009","3,227","4,002",911,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,96,Forest Service,1108,Southeast Alaska economic disaster fund,12,451,Community development,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,000","3,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,96,Forest Service,1108,Southeast Alaska economic disaster fund,12,451,Community development,Discretionary,Grant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,000","47,000","20,000","20,000","10,000","7,000","7,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,96,Forest Service,1115,Wildland Fire Management,12,302,Conservation and land management,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"582,030","328,803","349,129","398,959","428,348","864,000","466,000","734,000","576,000","825,000","1,179,000","1,095,000","1,639,000","1,945,000","1,937,000","1,588,000","1,883,000","2,438,000","2,478,000","2,374,000","2,164,000","2,562,000","2,392,000","2,580,000","2,751,000","3,073,000","2,913,000","3,234,000","3,297,000","3,335,000","3,371,000"
005,Department of Agriculture,96,Forest Service,1115,Wildland Fire Management,12,302,Conservation and land management,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,006",0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,96,Forest Service,1117,"Payments to States, northern spotted owl guarantee, Forest Service",12,806,General purpose fiscal assistance,Mandatory,Grant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"135,000","130,000","125,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,96,Forest Service,1119,Management of National Forest Lands for Subsistence Uses,12,302,Conservation and land management,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000","-4,000",0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,96,Forest Service,1119,Management of National Forest Lands for Subsistence Uses,12,302,Conservation and land management,Discretionary,Grant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000","6,000","5,000","5,000","6,000","6,000","5,000","5,000","5,000","5,000","4,000","3,000","2,000","3,000","3,000","2,000","3,000","3,000","3,000","3,000","3,000"
005,Department of Agriculture,96,Forest Service,2262,Forest roads and trails,12,302,Conservation and land management,Discretionary,Nongrant,On-budget,"32,487","40,232","60,517","80,896","101,641","102,500","105,286","95,309","99,772","122,486","143,221","140,618","110,570","114,545","136,510",467,"201,651","174,928","212,917","101,184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,96,Forest Service,4605,Working Capital Fund,12,302,Conservation and land management,Discretionary,Nongrant,On-budget,610,-17,-918,"-1,709","-3,081","-1,651","-1,955",730,"2,032",408,699,"-5,227",-428,"8,297","-2,542","-3,345","-9,377","-6,955","-6,787",-45,"-3,877","11,005","-40,638","-21,915","-17,584",149,"4,048","7,716","18,827",-990,"-9,291","-37,192","-26,650","-17,212","-25,000","15,000","-4,000","25,000","-14,000",0,"41,000","25,000","-16,000","4,000","11,000","-5,000","-13,000","-10,000","-32,000","12,000","-11,000","-7,000","6,000","-19,000","30,000","12,000","-1,000",0,"-1,000",0
005,Department of Agriculture,96,Forest Service,5207,Range Betterment Fund,12,302,Conservation and land management,Discretionary,Nongrant,On-budget,0,0,700,700,700,700,700,700,700,700,700,700,700,679,721,0,700,"2,829","4,890","5,620","6,755","7,398","5,830","4,301","3,920","3,686","3,711","3,330","3,844","4,114","4,291","4,735","5,139","4,394","5,000","5,000","4,000","4,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","2,000","3,000","2,000","3,000","2,000","2,000","2,000","2,000","2,000","2,000"
005,Department of Agriculture,96,Forest Service,5225,"Pacific yew sales, Forest Service",12,302,Conservation and land management,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,96,Forest Service,5540,Stewardship Contracting Product Sales,12,302,Conservation and land management,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000","2,000","3,000","3,000","3,000","8,000","7,000","9,000","13,000","19,000","14,000","14,000","15,000","16,000"
005,Department of Agriculture,96,Forest Service,8029,Highway Construction: Mount St. Helens National Monument,12,401,Ground transportation,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,644",0,907,"2,110","2,487","3,305",511,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,96,Forest Service,8034,"Gifts, donations and bequests for forest and range land research",12,302,Conservation and land management,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,39,36,-110,69,13,7,6,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,96,Forest Service,9921,Forest Service Permanent Appropriations,12,302,Conservation and land management,Discretionary,Nongrant,On-budget,"176,576","183,391","189,154","202,001","208,521","244,932","262,080","242,838","276,583","334,548","349,281","350,168","415,509","545,018","523,626","199,832","704,610","749,160","877,347","1,073,776","196,621","10,123","1,009","1,282",412,925,193,-48,"61,372","44,900","19,929","4,980",-895,660,0,0,0,0,0,0,0,0,0,"30,000",0,0,0,0,0,0,0,0,0,0,0,"-17,000",0,0,0,0
005,Department of Agriculture,96,Forest Service,9921,Forest Service Permanent Appropriations,12,302,Conservation and land management,Mandatory,Nongrant,On-budget,"15,843","18,838","21,033","21,755","23,098","25,351","26,740","30,093","42,301","42,453","39,592","50,087","64,751","60,106","59,291","65,337","44,268","115,457","134,308","175,711","109,059","148,471","113,062","72,027","106,148","117,467","125,006","150,177","139,139","217,109","220,063","203,471","230,912","268,928","254,000","277,000","219,000","234,000","231,000","137,000","142,000","192,000","123,000","77,000","108,000","119,000","114,000","102,000","78,000","71,000","70,000","70,000","67,000","70,000","127,000","146,000","84,000","85,000","85,000","86,000"
005,Department of Agriculture,96,Forest Service,9921,Forest Service Permanent Appropriations,12,303,Recreational resources,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,96,Forest Service,9921,Forest Service Permanent Appropriations,12,303,Recreational resources,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000","28,000",0,"26,000","21,000","52,000","78,000","35,000","40,000","44,000","51,000","58,000","64,000","85,000","96,000","90,000","71,000","70,000","67,000","67,000","68,000","70,000","68,000","69,000","70,000"
005,Department of Agriculture,96,Forest Service,9921,Forest Service Permanent Appropriations,12,806,General purpose fiscal assistance,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,000",0,0,0,0,"-2,000",0,0,0,0,0
005,Department of Agriculture,96,Forest Service,9921,Forest Service Permanent Appropriations,12,806,General purpose fiscal assistance,Mandatory,Grant,On-budget,"25,700","27,830","30,680","33,532","35,925","42,903","44,610","52,925","78,672","73,169","57,509","85,558","114,638","120,763","89,115","109,929","50,366","225,702","240,708","280,295","241,217","243,434","143,656","203,331","235,699","399,487","303,397","305,025","362,109","368,839","330,137","337,990","308,572","93,756","320,000","277,000","125,000","100,000","109,000","213,000","200,000","441,000","374,000","397,000","403,000","425,000","433,000","437,000","522,000","478,000","437,000","383,000","356,000","325,000","303,000","277,000","195,000","151,000","127,000","84,000"
005,Department of Agriculture,96,Forest Service,9923,Land Acquisition,12,302,Conservation and land management,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"116,000","260,000","164,000","100,000","100,000","66,000","57,000","41,000","61,000","52,000","40,000","49,000","52,000","51,000","51,000","61,000","66,000","67,000","68,000","69,000"
005,Department of Agriculture,96,Forest Service,9923,Land Acquisition,12,302,Conservation and land management,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,000","13,000","16,000","15,000","12,000","10,000","5,000","5,000","9,000","12,000","63,000","31,000","15,000","7,000","5,000"
005,Department of Agriculture,96,Forest Service,9923,Land Acquisition,12,303,Recreational resources,Discretionary,Nongrant,On-budget,294,794,"1,024",467,599,62,57,17,80,42,94,87,26,195,174,10,170,88,178,100,919,"11,618","37,871","39,059","42,838","38,734","54,536","63,678","56,587","63,989","62,692","103,701","87,039","63,551","76,000","50,000","42,000","104,000","93,000","224,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,96,Forest Service,9973,Miscellaneous trust funds,12,401,Ground transportation,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,331","5,732","4,526","3,844",286,36,53,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,96,Forest Service,9974,Forest Service Trust Funds,12,302,Conservation and land management,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005,Department of Agriculture,96,Forest Service,9974,Forest Service Trust Funds,12,302,Conservation and land management,Mandatory,Nongrant,On-budget,"18,536","21,016","21,990","24,043","24,896","27,739","31,050","28,736","34,649","46,866","41,114","44,321","59,573","60,234","114,245","16,346","70,426","77,261","64,018","80,130","117,593","113,824","178,720","216,257","363,683","158,886","105,375","740,187","270,476","10,007","300,677","371,815","300,207","615,630","376,000","468,000","88,000","208,000","133,000","154,000","374,000","307,000","33,000","151,000","116,000","326,000","185,000","150,000","145,000","118,000","78,000","262,000","283,000","110,000","119,000","131,000","111,000","85,000","85,000","87,000"
006,Department of Commerce,00,Department of Commerce,,"Receipts, Other advancement of commerce",13,376,Other advancement of commerce,Mandatory,Nongrant,On-budget,-797,-910,-992,"-1,347","-1,995","-2,622","-2,651","-3,963","-4,458","-5,172","-6,643","-7,668","-10,172","-10,872","-16,117","-5,549","-22,373","-20,047","-20,001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
006,Department of Commerce,00,Department of Commerce,,"Receipts, Other advancement of commerce",13,452,Area and regional development,Mandatory,Nongrant,On-budget,0,0,0,0,0,-667,"4,720",0,0,"-1,249",0,"-1,232",-882,-966,"-1,397",-387,"-1,405","-1,606","-1,720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
006,Department of Commerce,00,Department of Commerce,083200,U.S. Travel and Tourism Administration Facilitation Fees,13,376,Other advancement of commerce,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-290,-18,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
006,Department of Commerce,00,Department of Commerce,143500,"General Fund Proprietary Interest Receipts, not Otherwise Classified",13,908,Other interest,Net interest,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-3,000","-3,000","-3,000","-2,000","-2,000","-2,000","-3,000","-2,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000",0,0,0,0,0,0,0,0,0
006,Department of Commerce,00,Department of Commerce,225100,"Fees for LANDSAT Data, Public, NOAA",13,306,Other natural resources,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,"-5,091","-6,061",-11,"-12,073",-179,-6,4,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
006,Department of Commerce,00,Department of Commerce,225200,"Fees for Maps and Charts, Public, NOAA",13,306,Other natural resources,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,"-4,401","-9,819","-14,676","-14,824","-14,486","-13,995","-14,495","-17,078","-17,259","-15,000","-17,000","-15,000","-14,000","-13,000","-19,000",0,"6,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
006,Department of Commerce,00,Department of Commerce,241900,Fees and other charges,13,306,Other natural resources,Mandatory,Nongrant,On-budget,-8,-7,-13,-13,-12,-6,0,-3,-1,-4,-2,-8,0,-5,-4,-1,-12,-14,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
006,Department of Commerce,00,Department of Commerce,241920,Fees and other charges for other services,13,306,Other natural resources,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-11,-14,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
006,Department of Commerce,00,Department of Commerce,246500,Fees for Foreign Fishing Operations,13,376,Other advancement of commerce,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-28,485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
006,Department of Commerce,00,Department of Commerce,271710,"Fisheries Finance, Negative Subsidies",13,376,Other advancement of commerce,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-3,000","-7,000","-7,000","-6,000","-4,000","-2,000","-2,000","-7,000","-5,000","-6,000","-2,000","-4,000","-6,000","-6,000","-6,000","-6,000","-6,000","-6,000"
006,Department of Commerce,00,Department of Commerce,271730,"Fisheries Finance, Downward Reestimates of Subsidies",13,376,Other advancement of commerce,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-2,000",0,0,"-27,000","-4,000","-6,000","-2,000","-3,000","-20,000","-15,000","-22,000","-21,000","-6,000","-8,000","-6,000","-21,000","-7,000","-12,000",0,0,0,0,0
006,Department of Commerce,00,Department of Commerce,275910,"Emergency Steel Guaranteed Loans, Negative Subsidies",13,376,Other advancement of commerce,Discretionary,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-19,000",0,0,0,0,0,0,0,0,0,0,0,0,0
006,Department of Commerce,00,Department of Commerce,275930,Emergency Steel Guaranteed Loans Downward Reestimates of Subsidies,13,376,Other advancement of commerce,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-2,000","-87,000","-14,000",0,"-56,000",0,0,0,0,0,0,0,0,0,0,0
006,Department of Commerce,00,Department of Commerce,276930,"Emergency Oil and Gas Guaranteed Loans, Downward Reestimates of Subsidies",13,376,Other advancement of commerce,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
006,Department of Commerce,00,Department of Commerce,322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,13,809,Deductions for offsetting receipts,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-6,000","-7,000","-7,000","-3,000","4,000","-1,000","-15,000","-3,000","-13,000","-18,000","-3,000","-6,000","-6,000","-4,000","-6,000","-9,000","-15,000",0,0,0,0,0,0
006,Department of Commerce,00,Department of Commerce,388500,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,13,809,Deductions for offsetting receipts,Mandatory,Nongrant,On-budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-1,000","-4,000","-1,000","-3,000","-7,000","-2,000","-14,000","-3,000","7,000","8,000","-7,000","3,000","-5,000","-18,000",0,"-2,000",0,0,0,0,0,0
